application_row,score_pd,feature,observed_value,reference_value,pd_impact,absolute_impact,direction
337,0.5262642393219892,credit_amount,1275,2372.0,0.11834402667874366,0.11834402667874366,increases_risk
337,0.5262642393219892,duration,15,18.0,-0.06724059655548575,0.06724059655548575,reduces_risk
337,0.5262642393219892,housing,rent,own,0.052081376967364534,0.052081376967364534,increases_risk
338,0.6229426439531102,checking_status,<0,no checking,0.37890138438179244,0.37890138438179244,increases_risk
338,0.6229426439531102,credit_amount,4169,2372.0,0.09760149578144572,0.09760149578144572,increases_risk
338,0.6229426439531102,duration,24,18.0,0.03798617226696477,0.03798617226696477,increases_risk
338,0.6229426439531102,purpose,furniture/equipment,radio/tv,0.011301253046273274,0.011301253046273274,increases_risk
346,0.2794743010002006,checking_status,0<=X<200,no checking,0.16347759415219293,0.16347759415219293,increases_risk
346,0.2794743010002006,duration,13,18.0,-0.0959620655916672,0.0959620655916672,reduces_risk
346,0.2794743010002006,employment,<1,1<=X<4,0.07040796490189719,0.07040796490189719,increases_risk
346,0.2794743010002006,credit_amount,882,2372.0,0.06684571187444907,0.06684571187444907,increases_risk
347,0.28576510211360917,checking_status,0<=X<200,no checking,0.12877400993892998,0.12877400993892998,increases_risk
347,0.28576510211360917,credit_amount,3758,2372.0,-0.09784900670868785,0.09784900670868785,reduces_risk
347,0.28576510211360917,savings_status,500<=X<1000,<100,-0.08184900782439347,0.08184900782439347,reduces_risk
347,0.28576510211360917,personal_status,female div/dep/mar,male single,0.05272404302565423,0.05272404302565423,increases_risk
353,0.5755778546198113,checking_status,<0,no checking,0.3032033454114761,0.3032033454114761,increases_risk
353,0.5755778546198113,credit_history,no credits/all paid,existing paid,0.1872753664455175,0.1872753664455175,increases_risk
353,0.5755778546198113,duration,12,18.0,-0.10976144904615304,0.10976144904615304,reduces_risk
353,0.5755778546198113,housing,rent,own,0.06878459422562622,0.06878459422562622,increases_risk
355,0.6433792699065817,checking_status,0<=X<200,no checking,0.31050813041386255,0.31050813041386255,increases_risk
355,0.6433792699065817,purpose,new car,radio/tv,0.1387658897728371,0.1387658897728371,increases_risk
355,0.6433792699065817,credit_amount,1246,2372.0,0.0960365421651812,0.0960365421651812,increases_risk
355,0.6433792699065817,other_payment_plans,stores,none,0.06796915229700806,0.06796915229700806,increases_risk
372,0.1466494868956206,duration,10,18.0,-0.07885592270465724,0.07885592270465724,reduces_risk
372,0.1466494868956206,employment,<1,1<=X<4,0.03036868466017681,0.03036868466017681,increases_risk
372,0.1466494868956206,personal_status,female div/dep/mar,male single,0.024564951389660777,0.024564951389660777,increases_risk
372,0.1466494868956206,credit_history,critical/other existing credit,existing paid,-0.02214042606117808,0.02214042606117808,reduces_risk
373,0.5858278853117646,credit_amount,13756,2372.0,0.3392183692187277,0.3392183692187277,increases_risk
373,0.5858278853117646,other_payment_plans,bank,none,0.21937032124983052,0.21937032124983052,increases_risk
373,0.5858278853117646,savings_status,no known savings,<100,-0.18785982982773664,0.18785982982773664,reduces_risk
373,0.5858278853117646,installment_commitment,2,4.0,-0.05336734774685681,0.05336734774685681,reduces_risk
375,0.5381185740678837,checking_status,<0,no checking,0.3328837280332395,0.3328837280332395,increases_risk
375,0.5381185740678837,duration,48,18.0,0.13447360722928542,0.13447360722928542,increases_risk
375,0.5381185740678837,installment_commitment,2,4.0,-0.08561265954092012,0.08561265954092012,reduces_risk
375,0.5381185740678837,other_parties,guarantor,none,-0.04118135522477384,0.04118135522477384,reduces_risk
379,0.06503491641811762,age,52,33.0,-0.043576297341988895,0.043576297341988895,reduces_risk
379,0.06503491641811762,credit_history,critical/other existing credit,existing paid,-0.036151374480018844,0.036151374480018844,reduces_risk
379,0.06503491641811762,duration,6,18.0,-0.028119341679719814,0.028119341679719814,reduces_risk
379,0.06503491641811762,personal_status,female div/dep/mar,male single,0.01692576519115519,0.01692576519115519,increases_risk
383,0.35201920877521803,checking_status,>=200,no checking,0.18359162493611644,0.18359162493611644,increases_risk
383,0.35201920877521803,duration,12,18.0,-0.12776946627019348,0.12776946627019348,reduces_risk
383,0.35201920877521803,purpose,new car,radio/tv,0.07731300113922646,0.07731300113922646,increases_risk
383,0.35201920877521803,employment,<1,1<=X<4,0.06925160234930972,0.06925160234930972,increases_risk
395,0.49140578897874193,checking_status,0<=X<200,no checking,0.15154810704278343,0.15154810704278343,increases_risk
395,0.49140578897874193,savings_status,100<=X<500,<100,-0.1491810881886398,0.1491810881886398,reduces_risk
395,0.49140578897874193,installment_commitment,2,4.0,-0.08266344768412687,0.08266344768412687,reduces_risk
395,0.49140578897874193,credit_amount,11760,2372.0,0.07315101290865855,0.07315101290865855,increases_risk
404,0.25719371865799645,savings_status,no known savings,<100,-0.12650749925013066,0.12650749925013066,reduces_risk
404,0.25719371865799645,purpose,new car,radio/tv,0.052568792815674975,0.052568792815674975,increases_risk
404,0.25719371865799645,num_dependents,2,1.0,0.044525294664113785,0.044525294664113785,increases_risk
404,0.25719371865799645,checking_status,0<=X<200,no checking,0.019534694474031805,0.019534694474031805,increases_risk
412,0.1034695143683128,credit_history,critical/other existing credit,existing paid,-0.07910510312509815,0.07910510312509815,reduces_risk
412,0.1034695143683128,duration,12,18.0,-0.03349591278097157,0.03349591278097157,reduces_risk
412,0.1034695143683128,other_payment_plans,stores,none,0.018013696028135393,0.018013696028135393,increases_risk
412,0.1034695143683128,age,42,33.0,-0.014587826313519403,0.014587826313519403,reduces_risk
423,0.20417860527528134,credit_history,delayed previously,existing paid,0.090334593116578,0.090334593116578,increases_risk
423,0.20417860527528134,savings_status,100<=X<500,<100,-0.07876448986042203,0.07876448986042203,reduces_risk
423,0.20417860527528134,employment,4<=X<7,1<=X<4,-0.0421688157164882,0.0421688157164882,reduces_risk
423,0.20417860527528134,purpose,furniture/equipment,radio/tv,0.032449180398303384,0.032449180398303384,increases_risk
430,0.13576948657446838,duration,5,18.0,-0.09681553919292776,0.09681553919292776,reduces_risk
430,0.13576948657446838,age,74,33.0,0.07604138954754511,0.07604138954754511,increases_risk
430,0.13576948657446838,employment,4<=X<7,1<=X<4,-0.027267763207708462,0.027267763207708462,reduces_risk
430,0.13576948657446838,credit_amount,3448,2372.0,0.023097930466000366,0.023097930466000366,increases_risk
431,0.7612096880108364,credit_amount,11328,2372.0,0.3067730262640496,0.3067730262640496,increases_risk
431,0.7612096880108364,other_parties,co applicant,none,0.05722030237720155,0.05722030237720155,increases_risk
431,0.7612096880108364,checking_status,0<=X<200,no checking,0.0343076059752383,0.0343076059752383,increases_risk
431,0.7612096880108364,duration,24,18.0,0.0205210801289184,0.0205210801289184,increases_risk
433,0.21804309176255512,purpose,repairs,radio/tv,0.05027358225223824,0.05027358225223824,increases_risk
433,0.21804309176255512,personal_status,male div/sep,male single,0.04990895267343601,0.04990895267343601,increases_risk
433,0.21804309176255512,credit_history,critical/other existing credit,existing paid,-0.029163718850065967,0.029163718850065967,reduces_risk
433,0.21804309176255512,credit_amount,2058,2372.0,0.026719033425813082,0.026719033425813082,increases_risk
435,0.16750025187026596,checking_status,0<=X<200,no checking,0.08212508814299911,0.08212508814299911,increases_risk
435,0.16750025187026596,property_magnitude,real estate,car,-0.03743234574486276,0.03743234574486276,reduces_risk
435,0.16750025187026596,duration,12,18.0,-0.027625354525243617,0.027625354525243617,reduces_risk
435,0.16750025187026596,savings_status,no known savings,<100,-0.026033032657787253,0.026033032657787253,reduces_risk
455,0.15187860419655141,purpose,used car,radio/tv,-0.08779948888102004,0.08779948888102004,reduces_risk
455,0.15187860419655141,employment,<1,1<=X<4,0.037872140251412764,0.037872140251412764,increases_risk
455,0.15187860419655141,personal_status,female div/dep/mar,male single,0.024922092445659072,0.024922092445659072,increases_risk
455,0.15187860419655141,property_magnitude,no known property,car,0.013525256296488292,0.013525256296488292,increases_risk
463,0.32251260108481145,checking_status,0<=X<200,no checking,0.18167882475974867,0.18167882475974867,increases_risk
463,0.32251260108481145,credit_amount,754,2372.0,0.13130320803527856,0.13130320803527856,increases_risk
463,0.32251260108481145,savings_status,no known savings,<100,-0.053024019788649124,0.053024019788649124,reduces_risk
463,0.32251260108481145,age,38,33.0,-0.02986051459137873,0.02986051459137873,reduces_risk
465,0.4573312002638219,checking_status,<0,no checking,0.2135538563087255,0.2135538563087255,increases_risk
465,0.4573312002638219,other_payment_plans,bank,none,0.136767965377401,0.136767965377401,increases_risk
465,0.4573312002638219,age,63,33.0,0.12706609973227145,0.12706609973227145,increases_risk
465,0.4573312002638219,purpose,used car,radio/tv,-0.12186134452420305,0.12186134452420305,reduces_risk
473,0.0895288409536797,duration,6,18.0,-0.06394195344054752,0.06394195344054752,reduces_risk
473,0.0895288409536797,employment,unemployed,1<=X<4,0.020488983088642526,0.020488983088642526,increases_risk
473,0.0895288409536797,own_telephone,yes,none,-0.012114660040326214,0.012114660040326214,reduces_risk
473,0.0895288409536797,savings_status,no known savings,<100,-0.011588820095749186,0.011588820095749186,reduces_risk
477,0.431388047673998,other_payment_plans,bank,none,0.1217166710949188,0.1217166710949188,increases_risk
477,0.431388047673998,age,25,33.0,0.09108577059261691,0.09108577059261691,increases_risk
477,0.431388047673998,checking_status,>=200,no checking,0.057648256854625934,0.057648256854625934,increases_risk
477,0.431388047673998,duration,24,18.0,0.03538831849528795,0.03538831849528795,increases_risk
485,0.19157461273722276,duration,6,18.0,-0.3116352212813125,0.3116352212813125,reduces_risk
485,0.19157461273722276,credit_amount,1209,2372.0,0.0499052714979209,0.0499052714979209,increases_risk
485,0.19157461273722276,purpose,new car,radio/tv,0.034218812853175934,0.034218812853175934,increases_risk
485,0.19157461273722276,age,47,33.0,-0.01922197296428088,0.01922197296428088,reduces_risk
506,0.1330652257841635,checking_status,>=200,no checking,0.07898875131658561,0.07898875131658561,increases_risk
506,0.1330652257841635,purpose,used car,radio/tv,-0.011663813873450807,0.011663813873450807,reduces_risk
506,0.1330652257841635,installment_commitment,2,4.0,-0.011493909654430035,0.011493909654430035,reduces_risk
506,0.1330652257841635,savings_status,500<=X<1000,<100,0.009370520755303632,0.009370520755303632,increases_risk
510,0.4833663337469644,checking_status,<0,no checking,0.3513310972384116,0.3513310972384116,increases_risk
510,0.4833663337469644,duration,12,18.0,-0.14091507122451824,0.14091507122451824,reduces_risk
510,0.4833663337469644,credit_amount,759,2372.0,0.13090642145871567,0.13090642145871567,increases_risk
510,0.4833663337469644,property_magnitude,real estate,car,-0.11869479164004376,0.11869479164004376,reduces_risk
514,0.14846164029749864,savings_status,no known savings,<100,-0.06912564957841558,0.06912564957841558,reduces_risk
514,0.14846164029749864,employment,<1,1<=X<4,0.025658510364638953,0.025658510364638953,increases_risk
514,0.14846164029749864,purpose,new car,radio/tv,0.01962386407983438,0.01962386407983438,increases_risk
514,0.14846164029749864,credit_amount,2255,2372.0,-0.0068253295498851285,0.0068253295498851285,reduces_risk
522,0.8485610389771457,checking_status,<0,no checking,0.3022962765886792,0.3022962765886792,increases_risk
522,0.8485610389771457,credit_history,no credits/all paid,existing paid,0.1160234451171871,0.1160234451171871,increases_risk
522,0.8485610389771457,age,53,33.0,0.0821629343325494,0.0821629343325494,increases_risk
522,0.8485610389771457,duration,48,18.0,0.059705638405045613,0.059705638405045613,increases_risk
523,0.06805611056690834,purpose,used car,radio/tv,-0.030184631676812748,0.030184631676812748,reduces_risk
523,0.06805611056690834,employment,4<=X<7,1<=X<4,-0.01589101241524167,0.01589101241524167,reduces_risk
523,0.06805611056690834,personal_status,female div/dep/mar,male single,0.013764843756609836,0.013764843756609836,increases_risk
523,0.06805611056690834,credit_amount,3488,2372.0,-0.009784316382539307,0.009784316382539307,reduces_risk
524,0.34424985307280975,checking_status,0<=X<200,no checking,0.18149469191815976,0.18149469191815976,increases_risk
524,0.34424985307280975,other_parties,guarantor,none,-0.09591084650941345,0.09591084650941345,reduces_risk
524,0.34424985307280975,property_magnitude,real estate,car,-0.06610572027887701,0.06610572027887701,reduces_risk
524,0.34424985307280975,credit_amount,1113,2372.0,0.05830601066026564,0.05830601066026564,increases_risk
528,0.6811880675220112,checking_status,<0,no checking,0.42441661090024146,0.42441661090024146,increases_risk
528,0.6811880675220112,duration,36,18.0,0.09757660942932034,0.09757660942932034,increases_risk
528,0.6811880675220112,personal_status,male div/sep,male single,0.08524079003767071,0.08524079003767071,increases_risk
528,0.6811880675220112,housing,rent,own,0.07469266029656885,0.07469266029656885,increases_risk
532,0.1554090234839348,credit_history,delayed previously,existing paid,0.0726113249975174,0.0726113249975174,increases_risk
532,0.1554090234839348,duration,12,18.0,-0.049856283076370495,0.049856283076370495,reduces_risk
532,0.1554090234839348,housing,rent,own,0.03011742115685273,0.03011742115685273,increases_risk
532,0.1554090234839348,purpose,used car,radio/tv,-0.023896862684185116,0.023896862684185116,reduces_risk
534,0.15320916725968467,savings_status,no known savings,<100,-0.06031598850310263,0.06031598850310263,reduces_risk
534,0.15320916725968467,employment,<1,1<=X<4,0.045958398318960106,0.045958398318960106,increases_risk
534,0.15320916725968467,age,25,33.0,0.011140911742617277,0.011140911742617277,increases_risk
534,0.15320916725968467,existing_credits,2,1.0,0.008327569762158149,0.008327569762158149,increases_risk
537,0.22627004774400175,checking_status,0<=X<200,no checking,0.13365332774899139,0.13365332774899139,increases_risk
537,0.22627004774400175,credit_history,critical/other existing credit,existing paid,-0.06765377297013328,0.06765377297013328,reduces_risk
537,0.22627004774400175,credit_amount,3612,2372.0,-0.04749980336001278,0.04749980336001278,reduces_risk
537,0.22627004774400175,age,37,33.0,-0.02743202064858566,0.02743202064858566,reduces_risk
541,0.36711908765905554,credit_history,delayed previously,existing paid,0.12885954427160348,0.12885954427160348,increases_risk
541,0.36711908765905554,purpose,new car,radio/tv,0.034200462844377943,0.034200462844377943,increases_risk
541,0.36711908765905554,property_magnitude,no known property,car,0.026928980682701942,0.026928980682701942,increases_risk
541,0.36711908765905554,credit_amount,2032,2372.0,0.020618274072133902,0.020618274072133902,increases_risk
542,0.3750615239873851,checking_status,<0,no checking,0.23867944274303368,0.23867944274303368,increases_risk
542,0.3750615239873851,savings_status,no known savings,<100,-0.17897472441160112,0.17897472441160112,reduces_risk
542,0.3750615239873851,duration,30,18.0,0.036773008548678765,0.036773008548678765,increases_risk
542,0.3750615239873851,purpose,furniture/equipment,radio/tv,0.00998133528934092,0.00998133528934092,increases_risk
544,0.09786968553075522,duration,12,18.0,-0.05355591325601734,0.05355591325601734,reduces_risk
544,0.09786968553075522,credit_history,critical/other existing credit,existing paid,-0.044548111496632695,0.044548111496632695,reduces_risk
544,0.09786968553075522,age,61,33.0,-0.02157307895918259,0.02157307895918259,reduces_risk
544,0.09786968553075522,purpose,new car,radio/tv,0.019540703888031974,0.019540703888031974,increases_risk
548,0.4701922748125891,checking_status,<0,no checking,0.1836343928489816,0.1836343928489816,increases_risk
548,0.4701922748125891,duration,12,18.0,-0.12560870810114444,0.12560870810114444,reduces_risk
548,0.4701922748125891,other_payment_plans,bank,none,0.11678367705697862,0.11678367705697862,increases_risk
548,0.4701922748125891,property_magnitude,real estate,car,-0.10916340949288628,0.10916340949288628,reduces_risk
551,0.17825739157485,credit_history,all paid,existing paid,0.0726373120555973,0.0726373120555973,increases_risk
551,0.17825739157485,duration,6,18.0,-0.058622646228667946,0.058622646228667946,reduces_risk
551,0.17825739157485,other_payment_plans,bank,none,0.05066996085017808,0.05066996085017808,increases_risk
551,0.17825739157485,credit_amount,1750,2372.0,-0.04660752119406139,0.04660752119406139,reduces_risk
562,0.27992862206799185,duration,6,18.0,-0.25140179690844433,0.25140179690844433,reduces_risk
562,0.27992862206799185,credit_amount,683,2372.0,0.09908125841145785,0.09908125841145785,increases_risk
562,0.27992862206799185,employment,<1,1<=X<4,0.07984042518347464,0.07984042518347464,increases_risk
562,0.27992862206799185,other_payment_plans,bank,none,0.06158585559306248,0.06158585559306248,increases_risk
563,0.38825745214640034,savings_status,no known savings,<100,-0.25382994012501653,0.25382994012501653,reduces_risk
563,0.38825745214640034,credit_amount,12389,2372.0,0.13770485365209073,0.13770485365209073,increases_risk
563,0.38825745214640034,installment_commitment,1,4.0,-0.08116038360876071,0.08116038360876071,reduces_risk
563,0.38825745214640034,checking_status,0<=X<200,no checking,0.04853144785540031,0.04853144785540031,increases_risk
570,0.5627482804121352,checking_status,<0,no checking,0.30788574590047385,0.30788574590047385,increases_risk
570,0.5627482804121352,housing,rent,own,0.04274390118939031,0.04274390118939031,increases_risk
570,0.5627482804121352,duration,24,18.0,0.035632804476809166,0.035632804476809166,increases_risk
570,0.5627482804121352,property_magnitude,real estate,car,-0.031560239862162054,0.031560239862162054,reduces_risk
571,0.13395770938338936,credit_history,critical/other existing credit,existing paid,-0.0897452137414616,0.0897452137414616,reduces_risk
571,0.13395770938338936,other_parties,co applicant,none,0.03572105184464168,0.03572105184464168,increases_risk
571,0.13395770938338936,employment,4<=X<7,1<=X<4,-0.020586759530668908,0.020586759530668908,reduces_risk
571,0.13395770938338936,age,38,33.0,-0.017258090295761364,0.017258090295761364,reduces_risk
579,0.2991153061973502,employment,<1,1<=X<4,0.06259336490898001,0.06259336490898001,increases_risk
579,0.2991153061973502,credit_amount,937,2372.0,0.05117277883825874,0.05117277883825874,increases_risk
579,0.2991153061973502,job,unskilled resident,skilled,0.020140616338756523,0.020140616338756523,increases_risk
579,0.2991153061973502,purpose,retraining,radio/tv,0.01471687954048606,0.01471687954048606,increases_risk
587,0.31225900447779464,checking_status,<0,no checking,0.19684424400239353,0.19684424400239353,increases_risk
587,0.31225900447779464,duration,12,18.0,-0.12990263824516196,0.12990263824516196,reduces_risk
587,0.31225900447779464,other_parties,guarantor,none,-0.09604088926593168,0.09604088926593168,reduces_risk
587,0.31225900447779464,credit_amount,1289,2372.0,0.05621913538993234,0.05621913538993234,increases_risk
594,0.4398794811558739,checking_status,<0,no checking,0.28256101062565775,0.28256101062565775,increases_risk
594,0.4398794811558739,savings_status,no known savings,<100,-0.17651987363652716,0.17651987363652716,reduces_risk
594,0.4398794811558739,credit_amount,1358,2372.0,0.11122162008966552,0.11122162008966552,increases_risk
594,0.4398794811558739,credit_history,all paid,existing paid,0.039476587011285424,0.039476587011285424,increases_risk
598,0.23106545974641843,other_payment_plans,bank,none,0.11146265642009971,0.11146265642009971,increases_risk
598,0.23106545974641843,employment,4<=X<7,1<=X<4,-0.05780921284535043,0.05780921284535043,reduces_risk
598,0.23106545974641843,purpose,new car,radio/tv,0.05268794475548644,0.05268794475548644,increases_risk
598,0.23106545974641843,installment_commitment,2,4.0,-0.025439213796405208,0.025439213796405208,reduces_risk
608,0.20868067953123612,employment,<1,1<=X<4,0.04762253093362184,0.04762253093362184,increases_risk
608,0.20868067953123612,credit_amount,2051,2372.0,0.022401723196116635,0.022401723196116635,increases_risk
608,0.20868067953123612,property_magnitude,real estate,car,-0.011444965708520771,0.011444965708520771,reduces_risk
608,0.20868067953123612,residence_since,1,3.0,0.0039918034360259536,0.0039918034360259536,increases_risk
620,0.1788858713666722,checking_status,0<=X<200,no checking,0.08790226158496324,0.08790226158496324,increases_risk
620,0.1788858713666722,credit_amount,3652,2372.0,-0.06137693628672805,0.06137693628672805,reduces_risk
620,0.1788858713666722,credit_history,critical/other existing credit,existing paid,-0.03560382004374199,0.03560382004374199,reduces_risk
620,0.1788858713666722,employment,4<=X<7,1<=X<4,-0.022520095175840443,0.022520095175840443,reduces_risk
647,0.13132414309771986,personal_status,female div/dep/mar,male single,0.02417394774086061,0.02417394774086061,increases_risk
647,0.13132414309771986,purpose,new car,radio/tv,0.02399578657208011,0.02399578657208011,increases_risk
647,0.13132414309771986,duration,12,18.0,-0.02034724954592604,0.02034724954592604,reduces_risk
647,0.13132414309771986,installment_commitment,2,4.0,-0.009755340870716556,0.009755340870716556,reduces_risk
653,0.31062992159013364,savings_status,100<=X<500,<100,-0.16365885283180737,0.16365885283180737,reduces_risk
653,0.31062992159013364,checking_status,0<=X<200,no checking,0.13748938758257592,0.13748938758257592,increases_risk
653,0.31062992159013364,credit_amount,8086,2372.0,0.07197545808501063,0.07197545808501063,increases_risk
653,0.31062992159013364,installment_commitment,2,4.0,-0.05276685727858904,0.05276685727858904,reduces_risk
657,0.1867968705856324,savings_status,no known savings,<100,-0.19592638665550346,0.19592638665550346,reduces_risk
657,0.1867968705856324,credit_amount,10222,2372.0,0.0690829530538457,0.0690829530538457,increases_risk
657,0.1867968705856324,other_payment_plans,stores,none,0.047382995585171006,0.047382995585171006,increases_risk
657,0.1867968705856324,employment,4<=X<7,1<=X<4,-0.03777415259289796,0.03777415259289796,reduces_risk
658,0.5484864304747409,checking_status,0<=X<200,no checking,0.20169897375773588,0.20169897375773588,increases_risk
658,0.5484864304747409,credit_amount,4221,2372.0,0.10592653392563556,0.10592653392563556,increases_risk
658,0.5484864304747409,residence_since,1,3.0,-0.09746692060919004,0.09746692060919004,reduces_risk
658,0.5484864304747409,installment_commitment,2,4.0,-0.05027979300475138,0.05027979300475138,reduces_risk
662,0.15850310111660218,purpose,furniture/equipment,radio/tv,0.025018867583793125,0.025018867583793125,increases_risk
662,0.15850310111660218,employment,>=7,1<=X<4,-0.014992869345839488,0.014992869345839488,reduces_risk
662,0.15850310111660218,property_magnitude,real estate,car,-0.010775704595142821,0.010775704595142821,reduces_risk
662,0.15850310111660218,credit_amount,2241,2372.0,-0.008151262643050855,0.008151262643050855,reduces_risk
663,0.26601977335219334,duration,6,18.0,-0.23160922933212863,0.23160922933212863,reduces_risk
663,0.26601977335219334,credit_amount,1050,2372.0,0.06357140418908899,0.06357140418908899,increases_risk
663,0.26601977335219334,purpose,furniture/equipment,radio/tv,0.04841729018093005,0.04841729018093005,increases_risk
663,0.26601977335219334,other_payment_plans,stores,none,0.03922770699647998,0.03922770699647998,increases_risk
664,0.2452662053180974,duration,6,18.0,-0.17077909934744673,0.17077909934744673,reduces_risk
664,0.2452662053180974,checking_status,>=200,no checking,0.12558862332509735,0.12558862332509735,increases_risk
664,0.2452662053180974,purpose,education,radio/tv,0.12545376869156127,0.12545376869156127,increases_risk
664,0.2452662053180974,age,50,33.0,-0.1084993929198928,0.1084993929198928,reduces_risk
665,0.3872030463448288,other_payment_plans,bank,none,0.1819923747019732,0.1819923747019732,increases_risk
665,0.3872030463448288,credit_history,critical/other existing credit,existing paid,-0.1409630576245211,0.1409630576245211,reduces_risk
665,0.3872030463448288,other_parties,co applicant,none,0.05844786573407945,0.05844786573407945,increases_risk
665,0.3872030463448288,credit_amount,6314,2372.0,0.04021746902994838,0.04021746902994838,increases_risk
668,0.25926275477238003,credit_history,critical/other existing credit,existing paid,-0.19166083254104893,0.19166083254104893,reduces_risk
668,0.25926275477238003,checking_status,<0,no checking,0.1519578875185545,0.1519578875185545,increases_risk
668,0.25926275477238003,duration,12,18.0,-0.13541833953540466,0.13541833953540466,reduces_risk
668,0.25926275477238003,age,43,33.0,-0.05375378932076025,0.05375378932076025,reduces_risk
671,0.09199658352871892,savings_status,100<=X<500,<100,-0.044439776464868436,0.044439776464868436,reduces_risk
671,0.09199658352871892,employment,4<=X<7,1<=X<4,-0.024009786346233866,0.024009786346233866,reduces_risk
671,0.09199658352871892,installment_commitment,2,4.0,-0.013402858021381095,0.013402858021381095,reduces_risk
671,0.09199658352871892,duration,36,18.0,0.0054489179638550905,0.0054489179638550905,increases_risk
677,0.38103699233296046,checking_status,0<=X<200,no checking,0.1546172246802012,0.1546172246802012,increases_risk
677,0.38103699233296046,duration,72,18.0,0.1159030097930035,0.1159030097930035,increases_risk
677,0.38103699233296046,savings_status,100<=X<500,<100,-0.09745091367977338,0.09745091367977338,reduces_risk
677,0.38103699233296046,age,24,33.0,0.0804201163408843,0.0804201163408843,increases_risk
678,0.658722112960363,checking_status,<0,no checking,0.2523530138489819,0.2523530138489819,increases_risk
678,0.658722112960363,other_payment_plans,bank,none,0.08993596636084267,0.08993596636084267,increases_risk
678,0.658722112960363,age,64,33.0,0.07262698483905394,0.07262698483905394,increases_risk
678,0.658722112960363,housing,rent,own,0.06942682083684182,0.06942682083684182,increases_risk
681,0.10989260128573282,property_magnitude,no known property,car,0.020024618317252024,0.020024618317252024,increases_risk
681,0.10989260128573282,savings_status,no known savings,<100,-0.0068501862086037535,0.0068501862086037535,reduces_risk
681,0.10989260128573282,housing,for free,own,0.003753513442139006,0.003753513442139006,increases_risk
681,0.10989260128573282,own_telephone,yes,none,-0.0022860918269228814,0.0022860918269228814,reduces_risk
682,0.24310563266509977,duration,15,18.0,-0.10331588234153449,0.10331588234153449,reduces_risk
682,0.24310563266509977,credit_history,delayed previously,existing paid,0.08842465086794343,0.08842465086794343,increases_risk
682,0.24310563266509977,other_payment_plans,bank,none,0.0784478641184968,0.0784478641184968,increases_risk
682,0.24310563266509977,credit_amount,1478,2372.0,-0.06339185274393094,0.06339185274393094,reduces_risk
683,0.227095535208329,credit_history,critical/other existing credit,existing paid,-0.09524803972699067,0.09524803972699067,reduces_risk
683,0.227095535208329,employment,<1,1<=X<4,0.0940965104641927,0.0940965104641927,increases_risk
683,0.227095535208329,credit_amount,5103,2372.0,0.06955187938052595,0.06955187938052595,increases_risk
683,0.227095535208329,age,47,33.0,-0.0370580257886077,0.0370580257886077,reduces_risk
691,0.31315726395953375,checking_status,0<=X<200,no checking,0.14192593447020424,0.14192593447020424,increases_risk
691,0.31315726395953375,personal_status,female div/dep/mar,male single,0.10918767177896307,0.10918767177896307,increases_risk
691,0.31315726395953375,property_magnitude,real estate,car,-0.08915459787279495,0.08915459787279495,reduces_risk
691,0.31315726395953375,purpose,repairs,radio/tv,0.07479099562185382,0.07479099562185382,increases_risk
696,0.13869526080107733,checking_status,0<=X<200,no checking,0.08474068980843755,0.08474068980843755,increases_risk
696,0.13869526080107733,duration,12,18.0,-0.07209871239890484,0.07209871239890484,reduces_risk
696,0.13869526080107733,other_parties,guarantor,none,-0.05502733070751328,0.05502733070751328,reduces_risk
696,0.13869526080107733,property_magnitude,real estate,car,-0.05489488305964918,0.05489488305964918,reduces_risk
698,0.12548412858314587,credit_history,critical/other existing credit,existing paid,-0.04036592517568957,0.04036592517568957,reduces_risk
698,0.12548412858314587,credit_amount,1800,2372.0,0.008723630822048564,0.008723630822048564,increases_risk
698,0.12548412858314587,age,24,33.0,0.0030912097650524772,0.0030912097650524772,increases_risk
698,0.12548412858314587,existing_credits,2,1.0,0.0007076083100714808,0.0007076083100714808,increases_risk
699,0.3575384025754265,checking_status,>=200,no checking,0.1361978631330337,0.1361978631330337,increases_risk
699,0.3575384025754265,duration,15,18.0,-0.13437794979076656,0.13437794979076656,reduces_risk
699,0.3575384025754265,purpose,education,radio/tv,0.1271337182934091,0.1271337182934091,increases_risk
699,0.3575384025754265,housing,rent,own,0.04304982708248989,0.04304982708248989,increases_risk
709,0.15320452901568926,duration,9,18.0,-0.15354037397725268,0.15354037397725268,reduces_risk
709,0.15320452901568926,checking_status,0<=X<200,no checking,0.06144472893817628,0.06144472893817628,increases_risk
709,0.15320452901568926,installment_commitment,2,4.0,-0.035941966064199776,0.035941966064199776,reduces_risk
709,0.15320452901568926,property_magnitude,real estate,car,-0.03471179245887315,0.03471179245887315,reduces_risk
715,0.07858450800320621,credit_history,critical/other existing credit,existing paid,-0.04366612239518909,0.04366612239518909,reduces_risk
715,0.07858450800320621,credit_amount,7596,2372.0,0.02584761112848099,0.02584761112848099,increases_risk
715,0.07858450800320621,purpose,used car,radio/tv,-0.023859284637612443,0.023859284637612443,reduces_risk
715,0.07858450800320621,age,63,33.0,0.022196382351430642,0.022196382351430642,increases_risk
717,0.1695625500174566,property_magnitude,no known property,car,0.013382522638776484,0.013382522638776484,increases_risk
717,0.1695625500174566,job,high qualif/self emp/mgmt,skilled,0.003938834477031722,0.003938834477031722,increases_risk
717,0.1695625500174566,own_telephone,yes,none,-0.0037245318155781637,0.0037245318155781637,reduces_risk
