account_id,reporting_month,product_type,state,risk_band,status,days_past_due,ead,original_pd,stressed_pd,pd_uplift,lifetime_pd,lgd,ifrs9_stage,stage_trigger,ecl_provision,coverage_ratio
AUS-000787,2026-08-31,credit_card,VIC,C,CURRENT,0,2388.18,0.08139,0.115269,1.4162550681901953,0.25619257711966104,0.62,Stage 1,performing,170.67553466039996,0.07146678
AUS-000551,2026-08-31,auto_loan,QLD,A,CURRENT,0,13613.07,0.023214,0.032877,1.4162574308606877,0.04359402127138812,0.38,Stage 1,performing,170.0716229082,0.01249326
AUS-000601,2026-08-31,auto_loan,VIC,A,CURRENT,0,16272.38,0.0194,0.027475,1.4162371134020617,0.04537099918198939,0.38,Stage 1,performing,169.89178339,0.0104405
AUS-002676,2026-08-31,auto_loan,TAS,C,CURRENT,0,3445.0,0.091553,0.129662,1.4162506963179797,0.12966199999999994,0.38,Stage 1,performing,169.7405242,0.049271560000000006
AUS-001827,2026-08-31,auto_loan,VIC,C,CURRENT,0,4065.43,0.077499,0.109758,1.4162505322649324,0.16813192123993104,0.38,Stage 1,performing,169.5611170572,0.04170804
AUS-002895,2026-08-31,credit_card,VIC,B,CURRENT,0,4460.64,0.043115,0.061062,1.416258842630175,0.0901802212952777,0.62,Stage 1,performing,168.8728718016,0.03785844
AUS-001995,2026-08-31,auto_loan,QLD,B,CURRENT,0,9110.47,0.034335,0.048627,1.4162516382699868,0.10609915168895168,0.38,Stage 1,performing,168.3456333822,0.01847826
AUS-002652,2026-08-31,personal_loan,SA,B,CURRENT,0,6034.21,0.031636,0.044804,1.4162346693640158,0.044803999999999955,0.62,Stage 1,performing,167.62118180079997,0.027778479999999994
AUS-002283,2026-08-31,personal_loan,VIC,B,CURRENT,0,2768.63,0.068821,0.097468,1.4162537597535638,0.17844495394278803,0.62,Stage 1,performing,167.3087538808,0.06043016
AUS-001011,2026-08-31,auto_loan,TAS,A,CURRENT,0,16213.29,0.019138,0.027104,1.4162399414776885,0.06852419338029503,0.38,Stage 1,performing,166.9891046208,0.01029952
AUS-001526,2026-08-31,personal_loan,VIC,A,CURRENT,0,7447.72,0.025506,0.036123,1.4162549988238062,0.05658909061728212,0.62,Stage 1,performing,166.8010735272,0.02239626
AUS-002206,2026-08-31,auto_loan,VIC,A,CURRENT,0,17366.14,0.017842,0.025269,1.4162649927138213,0.06597304612551158,0.38,Stage 1,performing,166.7534968308,0.00960222
AUS-001453,2026-08-31,credit_card,NSW,C,CURRENT,0,2144.77,0.088164,0.124862,1.416246994238011,0.32976110625687194,0.62,Stage 1,performing,166.0361684788,0.07741444
AUS-002369,2026-08-31,personal_loan,VIC,B,CURRENT,0,3283.36,0.057532,0.08148,1.416255301397483,0.08148,0.62,Stage 1,performing,165.867467136,0.050517599999999996
AUS-001901,2026-08-31,auto_loan,VIC,B,CURRENT,0,9304.31,0.033051,0.046808,1.4162355148104446,0.06565869006926628,0.38,Stage 1,performing,165.4961341424,0.01778704
AUS-001264,2026-08-31,credit_card,SA,C,CURRENT,0,1523.39,0.123647,0.175115,1.416249484419355,0.22638560592492907,0.62,Stage 1,performing,165.396432707,0.1085713
AUS-002680,2026-08-31,personal_loan,VIC,A,CURRENT,0,11044.65,0.016987,0.024058,1.4162594925531289,0.03586907651211768,0.62,Stage 1,performing,164.741557614,0.014915959999999999
AUS-002778,2026-08-31,auto_loan,NSW,C,CURRENT,0,2827.05,0.108179,0.153209,1.4162545410846838,0.15320900000000004,0.38,Stage 1,performing,164.58921131100004,0.05821942000000001
AUS-000212,2026-08-31,auto_loan,QLD,C,CURRENT,0,3385.81,0.090202,0.127749,1.4162546285004767,0.127749,0.38,Stage 1,performing,164.3628598422,0.048544620000000004
AUS-001568,2026-08-31,personal_loan,QLD,A,CURRENT,0,8636.6,0.021638,0.030645,1.416258434236066,0.07245803912991167,0.62,Stage 1,performing,164.09453634000002,0.0189999
AUS-002989,2026-08-31,personal_loan,VIC,B,CURRENT,0,3138.69,0.059359,0.084067,1.416246904428983,0.1549051846615339,0.62,Stage 1,performing,163.5933563826,0.05212154
AUS-002430,2026-08-31,auto_loan,QLD,B,CURRENT,0,8211.92,0.036799,0.052117,1.4162613114486806,0.05211699999999997,0.38,Stage 1,performing,162.6326411632,0.01980446
AUS-000838,2026-08-31,credit_card,NSW,C,CURRENT,0,1368.43,0.134855,0.190988,1.4162470801972489,0.3454995838559999,0.62,Stage 1,performing,162.0392994808,0.11841255999999999
AUS-001271,2026-08-31,credit_card,NSW,A,CURRENT,0,7273.96,0.025266,0.035783,1.4162510884192197,0.10082728362271587,0.62,Stage 1,performing,161.3761486216,0.02218546
AUS-000666,2026-08-31,auto_loan,VIC,C,CURRENT,0,2786.77,0.106822,0.151287,1.4162532062683717,0.15128699999999995,0.38,Stage 1,performing,160.2087877362,0.05748906
AUS-002282,2026-08-31,personal_loan,VIC,B,CURRENT,0,3786.37,0.048142,0.068181,1.4162477670225584,0.13171335123900008,0.62,Stage 1,performing,160.05826564140003,0.042272220000000006
AUS-001117,2026-08-31,personal_loan,VIC,B,CURRENT,0,5712.65,0.031826,0.045074,1.4162634324137497,0.04507400000000006,0.62,Stage 1,performing,159.645031382,0.027945880000000003
AUS-001219,2026-08-31,auto_loan,NSW,A,CURRENT,0,16650.15,0.017801,0.025211,1.4162687489466883,0.05984239293311722,0.38,Stage 1,performing,159.51143402700004,0.00958018
AUS-000112,2026-08-31,personal_loan,VIC,B,CURRENT,0,2963.73,0.061197,0.08667,1.4162458944065885,0.09354405840852309,0.62,Stage 1,performing,159.25721704199998,0.053735399999999996
AUS-000981,2026-08-31,credit_card,QLD,D,CURRENT,0,957.5,0.189142,0.267872,1.4162481098856943,0.4911319280316718,0.62,Stage 1,performing,159.0222128,0.16608064
AUS-000311,2026-08-31,auto_loan,VIC,A,CURRENT,0,10329.69,0.028595,0.040498,1.4162615841930408,0.040498000000000034,0.38,Stage 1,performing,158.96607853560002,0.015389240000000002
AUS-002746,2026-08-31,auto_loan,QLD,C,CURRENT,0,2254.89,0.130911,0.185403,1.4162522629878316,0.18540299999999998,0.38,Stage 1,performing,158.86408085460002,0.07045314000000001
AUS-002938,2026-08-31,personal_loan,ACT,C,CURRENT,0,1445.02,0.124301,0.176041,1.41624765689737,0.176041,0.62,Stage 1,performing,157.7173148084,0.10914542
AUS-000451,2026-08-31,personal_loan,NSW,C,CURRENT,0,2484.99,0.072271,0.102354,1.416252715473703,0.10235400000000006,0.62,Stage 1,performing,157.69617320519998,0.06345948
AUS-000742,2026-08-31,personal_loan,NSW,A,CURRENT,0,11272.53,0.015901,0.02252,1.4162631281051508,0.04634472140018664,0.62,Stage 1,performing,157.39157287199998,0.013962399999999998
AUS-002236,2026-08-31,credit_card,TAS,C,CURRENT,0,1848.02,0.096758,0.137034,1.416254986667769,0.17840413082978968,0.62,Stage 1,performing,157.00977506159998,0.08496108
AUS-000102,2026-08-31,auto_loan,NSW,A,CURRENT,0,13450.25,0.021682,0.030707,1.4162438889401348,0.08219280058583667,0.38,Stage 1,performing,156.94639416500002,0.01166866
AUS-000189,2026-08-31,auto_loan,NSW,A,CURRENT,0,17933.07,0.016238,0.022997,1.4162458430841238,0.05100096925793596,0.38,Stage 1,performing,156.7145881002,0.00873886
AUS-001756,2026-08-31,auto_loan,QLD,B,CURRENT,0,6062.51,0.047999,0.067979,1.4162586720556678,0.06797900000000001,0.38,Stage 1,performing,156.60687957020002,0.025832020000000004
AUS-000378,2026-08-31,personal_loan,VIC,A,CURRENT,0,8292.75,0.021441,0.030366,1.4162585700293828,0.0860140487803116,0.62,Stage 1,performing,156.12694083,0.01882692
AUS-002786,2026-08-31,auto_loan,VIC,B,CURRENT,0,5022.12,0.057659,0.08166,1.4162576527515218,0.08165999999999995,0.38,Stage 1,performing,155.840401296,0.031030800000000004
AUS-000969,2026-08-31,auto_loan,TAS,A,CURRENT,0,15790.69,0.018316,0.02594,1.4162480891024243,0.0449524577596091,0.38,Stage 1,performing,155.651989468,0.0098572
AUS-000936,2026-08-31,personal_loan,SA,B,CURRENT,0,5282.16,0.033485,0.047423,1.416246080334478,0.07404088505994744,0.62,Stage 1,performing,155.30744168159998,0.029402259999999996
AUS-000668,2026-08-31,credit_card,NSW,B,CURRENT,0,3969.06,0.044477,0.062991,1.4162600894844526,0.16834986968976862,0.62,Stage 1,performing,155.00933624520002,0.039054420000000006
AUS-002000,2026-08-31,auto_loan,NSW,A,CURRENT,0,11273.09,0.025536,0.036165,1.4162359022556392,0.0537540376782536,0.38,Stage 1,performing,154.922693943,0.013742700000000002
AUS-002876,2026-08-31,personal_loan,WA,B,CURRENT,0,4499.82,0.038821,0.05498,1.4162437855799697,0.05498000000000003,0.62,Stage 1,performing,153.388064232,0.0340876
AUS-001047,2026-08-31,personal_loan,NSW,B,CURRENT,0,3568.46,0.04891,0.069269,1.4162543447147822,0.15422193377561777,0.62,Stage 1,performing,153.25386655879998,0.04294678
AUS-001714,2026-08-31,credit_card,NT,C,CURRENT,0,1295.48,0.134353,0.190277,1.416246752956763,0.2840773770923418,0.62,Stage 1,performing,152.83002973520001,0.11797174
AUS-000521,2026-08-31,credit_card,VIC,B,CURRENT,0,2551.21,0.068193,0.096578,1.4162450691419939,0.1907074428638602,0.62,Stage 1,performing,152.7622708156,0.05987836
AUS-001244,2026-08-31,personal_loan,QLD,B,CURRENT,0,4964.63,0.035029,0.04961,1.416255102914728,0.08130836210991077,0.62,Stage 1,performing,152.703082466,0.030758200000000003
AUS-001060,2026-08-31,auto_loan,SA,A,CURRENT,0,10181.37,0.027823,0.039404,1.4162383639435001,0.08034145122657088,0.38,Stage 1,performing,152.45094732240003,0.01497352
AUS-002171,2026-08-31,personal_loan,QLD,B,CURRENT,0,5437.0,0.031819,0.045064,1.4162607247242214,0.08809723590399998,0.62,Stage 1,performing,151.90804016,0.02793968
AUS-001226,2026-08-31,credit_card,VIC,C,CURRENT,0,1756.23,0.098445,0.139423,1.4162527299507337,0.17112857352171396,0.62,Stage 1,performing,151.8124902798,0.08644225999999999
AUS-000300,2026-08-31,auto_loan,VIC,A,CURRENT,0,14976.26,0.018757,0.026565,1.416271258730074,0.07344818231727679,0.38,Stage 1,performing,151.180851822,0.0100947
AUS-001478,2026-08-31,credit_card,VIC,C,CURRENT,0,2119.39,0.081199,0.114998,1.416248968583357,0.14161856694531338,0.62,Stage 1,performing,151.1098789564,0.07129876
AUS-001359,2026-08-31,auto_loan,ACT,B,CURRENT,0,8187.39,0.034196,0.04843,1.4162475143291615,0.09825264228558295,0.38,Stage 1,performing,150.675813126,0.0184034
AUS-000213,2026-08-31,personal_loan,WA,A,CURRENT,0,8446.46,0.020289,0.028734,1.4162353984917935,0.06349323516394889,0.62,Stage 1,performing,150.4743606168,0.01781508
AUS-000344,2026-08-31,auto_loan,WA,A,CURRENT,0,15007.12,0.018617,0.026366,1.416232475694258,0.05414526924364471,0.38,Stage 1,performing,150.3575358496,0.01001908
AUS-000073,2026-08-31,credit_card,NT,C,CURRENT,0,1919.58,0.08917,0.126287,1.4162498598183246,0.29443657366659404,0.62,Stage 1,performing,150.29915966520002,0.07829794000000001
AUS-000997,2026-08-31,auto_loan,NSW,A,CURRENT,0,12230.61,0.022606,0.032016,1.416261169600991,0.06554432494368978,0.38,Stage 1,performing,148.79857970880002,0.012166080000000001
AUS-002626,2026-08-31,personal_loan,QLD,B,CURRENT,0,5320.47,0.031846,0.045102,1.4162532186145829,0.0704661189084913,0.62,Stage 1,performing,148.7775795228,0.02796324
AUS-002887,2026-08-31,personal_loan,NSW,B,CURRENT,0,4070.86,0.041458,0.058715,1.4162525929856722,0.05871499999999996,0.62,Stage 1,performing,148.192737838,0.0364033
AUS-000805,2026-08-31,personal_loan,NSW,A,CURRENT,0,5704.19,0.029543,0.04184,1.4162407338455811,0.1108918309898167,0.62,Stage 1,performing,147.971251952,0.0259408
AUS-001655,2026-08-31,credit_card,QLD,B,CURRENT,0,4396.92,0.038226,0.054138,1.4162611834876784,0.12585435766210462,0.62,Stage 1,performing,147.5850820752,0.03356556
AUS-002844,2026-08-31,personal_loan,VIC,B,CURRENT,0,5088.81,0.033,0.046736,1.416242424242424,0.05431015778997306,0.62,Stage 1,performing,147.45498697920002,0.02897632
AUS-000156,2026-08-31,auto_loan,VIC,A,CURRENT,0,9384.49,0.029178,0.041323,1.4162382617040237,0.041323,0.38,Stage 1,performing,147.3622065026,0.01570274
AUS-002577,2026-08-31,auto_loan,NSW,B,CURRENT,0,5220.67,0.052406,0.07422,1.4162500477044613,0.07421999999999995,0.38,Stage 1,performing,147.241688412,0.0282036
AUS-000079,2026-08-31,auto_loan,NSW,B,CURRENT,0,5134.09,0.053204,0.07535,1.4162468987294188,0.07535000000000003,0.38,Stage 1,performing,147.00439897,0.028633000000000002
AUS-002576,2026-08-31,auto_loan,QLD,A,CURRENT,0,9759.49,0.02789,0.039499,1.416242380781642,0.07122039011816694,0.38,Stage 1,performing,146.4862362938,0.015009620000000001
AUS-000093,2026-08-31,personal_loan,NSW,C,CURRENT,0,2337.46,0.071343,0.10104,1.4162566754972457,0.15519673736945638,0.62,Stage 1,performing,146.429714208,0.0626448
AUS-001874,2026-08-31,credit_card,SA,B,CURRENT,0,5377.5,0.030992,0.043892,1.4162364481156429,0.09943260048662439,0.62,Stage 1,performing,146.3381226,0.027213039999999997
AUS-002902,2026-08-31,credit_card,NSW,C,CURRENT,0,1494.03,0.110818,0.156946,1.416250067678536,0.2790759665514603,0.62,Stage 1,performing,145.37886007560002,0.09730652000000001
AUS-000845,2026-08-31,personal_loan,VIC,A,CURRENT,0,10878.39,0.015209,0.02154,1.4162666842001446,0.05983217929402418,0.62,Stage 1,performing,145.27872277199998,0.013354799999999998
AUS-000605,2026-08-31,credit_card,NSW,C,CURRENT,0,2068.74,0.079964,0.113249,1.4162498124155871,0.2886148755334429,0.62,Stage 1,performing,145.2552964812,0.07021438
AUS-001399,2026-08-31,auto_loan,NSW,A,CURRENT,0,16721.04,0.016138,0.022855,1.4162225802453836,0.02285499999999996,0.38,Stage 1,performing,145.22056029600003,0.0086849
AUS-000930,2026-08-31,auto_loan,NSW,B,CURRENT,0,6786.85,0.039613,0.056102,1.4162522404261226,0.056101999999999985,0.38,Stage 1,performing,144.687226306,0.021318760000000003
AUS-002216,2026-08-31,personal_loan,VIC,C,CURRENT,0,1188.47,0.138424,0.196043,1.4162500722418079,0.19604299999999997,0.62,Stage 1,performing,144.4545590102,0.12154666
AUS-001537,2026-08-31,auto_loan,NSW,A,CURRENT,0,17175.75,0.01562,0.022122,1.4162612035851472,0.05085861586907492,0.38,Stage 1,performing,144.38553776999998,0.00840636
AUS-001326,2026-08-31,credit_card,NSW,B,CURRENT,0,3313.45,0.049385,0.069942,1.4162599979750938,0.12447531894693764,0.62,Stage 1,performing,143.684578338,0.04336404
AUS-000487,2026-08-31,auto_loan,WA,A,CURRENT,0,12274.27,0.021654,0.030667,1.4162279486469014,0.07009839859830225,0.38,Stage 1,performing,143.03771447420002,0.011653460000000001
AUS-001725,2026-08-31,auto_loan,QLD,B,CURRENT,0,4834.77,0.054825,0.077646,1.4162517099863203,0.08383765389537978,0.38,Stage 1,performing,142.65220953960002,0.02950548
AUS-002720,2026-08-31,auto_loan,QLD,A,CURRENT,0,14780.57,0.017878,0.02532,1.4162658015437966,0.06610336118388138,0.38,Stage 1,performing,142.21273231199999,0.0096216
AUS-001648,2026-08-31,auto_loan,VIC,A,CURRENT,0,10680.87,0.024649,0.034909,1.4162440666964178,0.03776247858589721,0.38,Stage 1,performing,141.68622651540002,0.013265420000000002
AUS-002170,2026-08-31,auto_loan,QLD,B,CURRENT,0,5460.14,0.048122,0.068153,1.4162545197622711,0.06815300000000002,0.38,Stage 1,performing,141.40747013960004,0.025898140000000004
AUS-002924,2026-08-31,auto_loan,QLD,B,CURRENT,0,7009.14,0.037396,0.052962,1.416247727029629,0.10311902655599992,0.38,Stage 1,performing,141.06286761840002,0.02012556
AUS-000071,2026-08-31,personal_loan,QLD,B,CURRENT,0,3583.26,0.04456,0.063108,1.4162477558348292,0.12223338033599984,0.62,Stage 1,performing,140.2020706896,0.039126959999999995
AUS-000749,2026-08-31,auto_loan,WA,B,CURRENT,0,6353.3,0.040998,0.058063,1.4162398165764183,0.11716637096093929,0.38,Stage 1,performing,140.178830002,0.02206394
AUS-002719,2026-08-31,personal_loan,VIC,A,CURRENT,0,5298.7,0.029977,0.042455,1.4162524602195017,0.06300172943828031,0.62,Stage 1,performing,139.47291127,0.0263221
AUS-000328,2026-08-31,auto_loan,NSW,A,CURRENT,0,8753.18,0.029528,0.041819,1.4162489840151722,0.08188917123900008,0.38,Stage 1,performing,139.0987090796,0.01589122
AUS-000911,2026-08-31,auto_loan,QLD,B,CURRENT,0,4608.08,0.05605,0.079381,1.4162533452274753,0.07938100000000003,0.38,Stage 1,performing,139.0017194224,0.03016478
AUS-002296,2026-08-31,personal_loan,QLD,A,CURRENT,0,9375.21,0.016871,0.023894,1.4162764507142434,0.06245536514334815,0.62,Stage 1,performing,138.8869859988,0.014814279999999999
AUS-000649,2026-08-31,auto_loan,NSW,B,CURRENT,0,5966.54,0.043225,0.061217,1.4162406015037594,0.08077825644284131,0.38,Stage 1,performing,138.79639808840003,0.023262460000000006
AUS-000743,2026-08-31,credit_card,NSW,B,CURRENT,0,3578.82,0.044129,0.062498,1.4162568832287157,0.09713533913788952,0.62,Stage 1,performing,138.6748372632,0.03874876
AUS-002843,2026-08-31,personal_loan,NSW,C,CURRENT,0,2003.43,0.078829,0.111642,1.4162554389881898,0.15439730508733995,0.62,Stage 1,performing,138.67349787720002,0.06921804000000001
AUS-000565,2026-08-31,auto_loan,VIC,A,CURRENT,0,9833.38,0.02619,0.037092,1.4162657502863687,0.04012018053361199,0.38,Stage 1,performing,138.6010977648,0.01409496
AUS-001689,2026-08-31,auto_loan,VIC,B,CURRENT,0,7454.34,0.034548,0.048929,1.4162614333680674,0.060782503764838514,0.38,Stage 1,performing,138.59869270680002,0.018593020000000002
AUS-002670,2026-08-31,auto_loan,VIC,B,CURRENT,0,6487.15,0.039639,0.056139,1.4162567168697495,0.08301535727015241,0.38,Stage 1,performing,138.389203263,0.021332820000000002
AUS-002972,2026-08-31,auto_loan,QLD,A,CURRENT,0,13110.92,0.0196,0.027758,1.4162244897959184,0.0368383744023999,0.38,Stage 1,performing,138.2945085968,0.01054804
AUS-001985,2026-08-31,auto_loan,QLD,B,CURRENT,0,4313.42,0.059437,0.084178,1.4162558675572456,0.08417799999999998,0.38,Stage 1,performing,137.97612612880002,0.031987640000000005
AUS-002940,2026-08-31,personal_loan,SA,C,CURRENT,0,2172.35,0.072174,0.102216,1.4162440768143654,0.10221599999999997,0.62,Stage 1,performing,137.670335112,0.06337392
AUS-002971,2026-08-31,auto_loan,WA,A,CURRENT,0,10712.05,0.023812,0.033724,1.4162607088862758,0.033723999999999976,0.38,Stage 1,performing,137.27620619599998,0.01281512
AUS-001671,2026-08-31,personal_loan,WA,A,CURRENT,0,6133.25,0.025467,0.036068,1.4162641850237563,0.09608499792734093,0.62,Stage 1,performing,137.15271782000002,0.022362160000000002
AUS-001251,2026-08-31,personal_loan,QLD,A,CURRENT,0,6673.77,0.023365,0.033091,1.4162636421998718,0.054541063603705475,0.62,Stage 1,performing,136.9218683034,0.02051642
AUS-002169,2026-08-31,personal_loan,VIC,B,CURRENT,0,3882.46,0.040161,0.056878,1.416249595378601,0.08855079639229346,0.62,Stage 1,performing,136.91246712560002,0.03526436
AUS-002705,2026-08-31,auto_loan,QLD,B,CURRENT,0,6709.68,0.037768,0.053489,1.4162518534208854,0.05348900000000001,0.38,Stage 1,performing,136.3797479376,0.020325819999999998
AUS-001904,2026-08-31,personal_loan,WA,B,CURRENT,0,5133.61,0.030249,0.04284,1.4162451651294259,0.10368357991031296,0.62,Stage 1,performing,136.35278848800002,0.026560800000000006
AUS-002500,2026-08-31,auto_loan,QLD,B,CURRENT,0,4973.22,0.05092,0.072115,1.4162411626080125,0.0836180778895379,0.38,Stage 1,performing,136.284628914,0.027403699999999996
AUS-002762,2026-08-31,credit_card,QLD,B,CURRENT,0,3606.38,0.042876,0.060723,1.4162468513853905,0.17133105468215304,0.62,Stage 1,performing,135.7739318988,0.037648259999999996
AUS-000103,2026-08-31,personal_loan,VIC,A,CURRENT,0,7408.7,0.020831,0.029502,1.416254620517498,0.03192085330436034,0.62,Stage 1,performing,135.514309788,0.01829124
AUS-002199,2026-08-31,personal_loan,SA,C,CURRENT,0,1608.61,0.095626,0.13543,1.4162466274862484,0.186295166455279,0.62,Stage 1,performing,135.069512426,0.0839666
AUS-002697,2026-08-31,credit_card,VIC,A,CURRENT,0,6188.66,0.02484,0.03518,1.4162640901771337,0.09379319711620582,0.62,Stage 1,performing,134.984576456,0.021811600000000004
AUS-002514,2026-08-31,personal_loan,NSW,A,CURRENT,0,7595.01,0.020239,0.028663,1.416226098127378,0.05421511323086459,0.62,Stage 1,performing,134.9713784106,0.01777106
AUS-002367,2026-08-31,personal_loan,SA,A,CURRENT,0,9819.41,0.015639,0.022149,1.4162670247458276,0.034841995805260484,0.62,Stage 1,performing,134.8438694958,0.013732379999999999
AUS-002781,2026-08-31,personal_loan,NSW,A,CURRENT,0,6998.5,0.021932,0.031061,1.4162411088819988,0.061157214279000005,0.62,Stage 1,performing,134.77585327,0.01925782
AUS-000937,2026-08-31,credit_card,NSW,B,CURRENT,0,3437.27,0.04455,0.063094,1.4162514029180695,0.1775906094208345,0.62,Stage 1,performing,134.4600902956,0.03911828
AUS-000547,2026-08-31,personal_loan,QLD,A,CURRENT,0,7181.41,0.021277,0.030134,1.416271090849274,0.052137076243403246,0.62,Stage 1,performing,134.1708575428,0.01868308
AUS-001227,2026-08-31,auto_loan,QLD,A,CURRENT,0,8423.85,0.02957,0.041879,1.4162664863036862,0.08200414935900002,0.38,Stage 1,performing,134.057317377,0.01591402
AUS-000284,2026-08-31,personal_loan,VIC,B,CURRENT,0,3745.13,0.040738,0.057695,1.416245274682115,0.16329091102297755,0.62,Stage 1,performing,133.966670717,0.0357709
AUS-001258,2026-08-31,credit_card,NSW,B,CURRENT,0,3427.08,0.044498,0.06302,1.4162434266708617,0.14555992625187875,0.62,Stage 1,performing,133.904240592,0.0390724
AUS-000120,2026-08-31,auto_loan,WA,B,CURRENT,0,6355.85,0.039097,0.055371,1.4162467708519835,0.08189593273084217,0.38,Stage 1,performing,133.733312733,0.021040979999999997
AUS-002722,2026-08-31,credit_card,VIC,C,CURRENT,0,1126.99,0.135109,0.191348,1.416249102576438,0.31042276807836344,0.62,Stage 1,performing,133.7013151624,0.11863575999999999
AUS-002868,2026-08-31,auto_loan,NSW,B,CURRENT,0,6309.1,0.039102,0.055378,1.4162446933660682,0.05537800000000004,0.38,Stage 1,performing,132.766429124,0.021043640000000002
AUS-001139,2026-08-31,personal_loan,VIC,B,CURRENT,0,2522.89,0.059883,0.084809,1.416245011104988,0.08480900000000002,0.62,Stage 1,performing,132.65754236619998,0.052581579999999996
AUS-002022,2026-08-31,personal_loan,QLD,C,CURRENT,0,1645.23,0.091792,0.13,1.4162454244378595,0.13,0.62,Stage 1,performing,132.605538,0.08059999999999999
AUS-002877,2026-08-31,personal_loan,SA,B,CURRENT,0,2736.05,0.055122,0.078067,1.4162584811871848,0.078067,0.62,Stage 1,performing,132.42903351700002,0.04840154000000001
AUS-000637,2026-08-31,auto_loan,NSW,C,CURRENT,0,3429.8,0.071697,0.101541,1.416251726013641,0.10154099999999999,0.38,Stage 1,performing,132.340822284,0.03858558
AUS-001356,2026-08-31,personal_loan,SA,B,CURRENT,0,2962.03,0.050878,0.072056,1.416250638782971,0.09490182194345109,0.62,Stage 1,performing,132.3278608816,0.04467472
AUS-002748,2026-08-31,personal_loan,TAS,B,CURRENT,0,2622.48,0.057238,0.081063,1.4162444529857787,0.081063,0.62,Stage 1,performing,131.80337966879998,0.05025905999999999
AUS-000351,2026-08-31,auto_loan,NSW,A,CURRENT,0,9422.86,0.025947,0.036747,1.4162330905306972,0.09501581997033703,0.38,Stage 1,performing,131.5794978396,0.01396386
AUS-001191,2026-08-31,personal_loan,NSW,C,CURRENT,0,1363.01,0.109735,0.155412,1.4162482343828313,0.155412,0.62,Stage 1,performing,131.3334282744,0.09635544
AUS-001409,2026-08-31,credit_card,NSW,B,CURRENT,0,2337.69,0.063928,0.090538,1.4162495307220622,0.139517155247748,0.62,Stage 1,performing,131.2228618764,0.05613356
AUS-002654,2026-08-31,auto_loan,SA,A,CURRENT,0,13320.25,0.018269,0.025873,1.4162242049373255,0.04065532390493953,0.38,Stage 1,performing,130.961234735,0.00983174
AUS-000888,2026-08-31,personal_loan,QLD,A,CURRENT,0,5880.21,0.025326,0.035868,1.4162520729684906,0.09556914876678002,0.62,Stage 1,performing,130.76505081359997,0.022238159999999996
AUS-002490,2026-08-31,auto_loan,QLD,B,CURRENT,0,4505.4,0.053707,0.076063,1.4162585882659617,0.07606299999999999,0.38,Stage 1,performing,130.223811276,0.02890394
AUS-000760,2026-08-31,auto_loan,NSW,A,CURRENT,0,10035.42,0.023989,0.033974,1.4162324398682729,0.0958981080001966,0.38,Stage 1,performing,129.55847645039998,0.012910119999999997
AUS-000835,2026-08-31,auto_loan,VIC,C,CURRENT,0,3086.08,0.077731,0.110087,1.4162560625747773,0.11008700000000005,0.38,Stage 1,performing,129.1001698048,0.041833060000000005
AUS-002312,2026-08-31,personal_loan,WA,B,CURRENT,0,4359.64,0.033723,0.04776,1.4162441063962279,0.09692938800321182,0.62,Stage 1,performing,129.09417196799998,0.029611199999999994
AUS-001311,2026-08-31,personal_loan,QLD,B,CURRENT,0,2560.07,0.05704,0.080783,1.4162517531556802,0.08078300000000005,0.62,Stage 1,performing,128.2222835822,0.05008545999999999
AUS-000960,2026-08-31,auto_loan,WA,B,CURRENT,0,6692.14,0.035567,0.050372,1.4162566423932297,0.10208240436107285,0.38,Stage 1,performing,128.0966609104,0.01914136
AUS-000977,2026-08-31,auto_loan,NSW,B,CURRENT,0,4566.56,0.052093,0.073777,1.4162555429712245,0.07377699999999998,0.38,Stage 1,performing,128.0246969056,0.028035259999999996
AUS-002387,2026-08-31,credit_card,VIC,C,CURRENT,0,1514.33,0.096098,0.136099,1.4162521592540946,0.20676604459011305,0.62,Stage 1,performing,127.78125517539998,0.08438137999999999
AUS-000181,2026-08-31,credit_card,SA,B,CURRENT,0,2407.79,0.060349,0.085469,1.4162455053107756,0.1573827865895271,0.62,Stage 1,performing,127.5906701762,0.05299078
AUS-002120,2026-08-31,personal_loan,NSW,B,CURRENT,0,2137.15,0.067631,0.095782,1.416244030104538,0.09578200000000003,0.62,Stage 1,performing,126.914310806,0.05938484
AUS-002481,2026-08-31,auto_loan,NT,B,CURRENT,0,4125.08,0.057134,0.080916,1.4162495186753947,0.08091599999999999,0.38,Stage 1,performing,126.8382898464,0.03074808
AUS-001831,2026-08-31,auto_loan,NSW,A,CURRENT,0,8482.6,0.027695,0.039223,1.4162484202924714,0.042421291414997286,0.38,Stage 1,performing,126.43094752400002,0.014904740000000001
AUS-000821,2026-08-31,personal_loan,TAS,A,CURRENT,0,7091.21,0.020247,0.028675,1.416259198893663,0.04270266442711068,0.62,Stage 1,performing,126.07107698499999,0.0177785
AUS-002297,2026-08-31,auto_loan,VIC,A,CURRENT,0,14225.61,0.016394,0.023218,1.4162498475051848,0.05703815615384855,0.38,Stage 1,performing,125.51028093240001,0.00882284
AUS-002529,2026-08-31,credit_card,NSW,B,CURRENT,0,2713.52,0.052657,0.074575,1.4162409556184363,0.2074554518138595,0.62,Stage 1,performing,125.46366748,0.0462365
