origination_vintage,months_on_book,active_accounts,defaults_in_month,exposure,originations,cumulative_defaults,cumulative_default_rate
2023Q4,14,262,1,2733127.34,270,9,0.03333333333333333
2023Q4,15,261,0,2587789.32,270,9,0.03333333333333333
2023Q4,16,261,2,2464428.08,270,11,0.040740740740740744
2023Q4,17,259,0,2319209.72,270,11,0.040740740740740744
2023Q4,18,259,1,2196941.11,270,12,0.044444444444444446
2023Q4,19,258,0,2063903.13,270,12,0.044444444444444446
2023Q4,20,258,2,1943409.88,270,14,0.05185185185185185
2023Q4,21,256,2,1810390.54,270,16,0.05925925925925926
2023Q4,22,254,0,1660324.49,270,16,0.05925925925925926
2023Q4,23,254,0,1540861.6,270,16,0.05925925925925926
2023Q4,24,192,0,1471079.66,270,16,0.05925925925925926
2023Q4,25,192,0,1404648.39,270,16,0.05925925925925926
2023Q4,26,192,0,1338322.42,270,16,0.05925925925925926
2023Q4,27,192,1,1272044.23,270,17,0.06296296296296296
2023Q4,28,191,0,1201088.41,270,17,0.06296296296296296
2023Q4,29,191,0,1135535.56,270,17,0.06296296296296296
2023Q4,30,191,0,1070114.67,270,17,0.06296296296296296
2023Q4,31,191,1,1004804.44,270,18,0.06666666666666667
2023Q4,32,190,1,935949.54,270,19,0.07037037037037037
2023Q4,33,126,1,578835.46,270,20,0.07407407407407407
2023Q4,34,59,1,209086.51,270,21,0.07777777777777778
2024Q1,0,260,0,4740449.56,260,0,0.0
2024Q1,1,260,0,4619935.21,260,0,0.0
2024Q1,2,260,0,4500226.74,260,0,0.0
2024Q1,3,260,0,4380883.32,260,0,0.0
2024Q1,4,260,0,4262417.18,260,0,0.0
2024Q1,5,260,1,4144927.18,260,1,0.0038461538461538464
2024Q1,6,259,0,3968784.39,260,1,0.0038461538461538464
2024Q1,7,259,0,3851131.07,260,1,0.0038461538461538464
2024Q1,8,259,2,3732864.89,260,3,0.011538461538461539
2024Q1,9,257,0,3591933.7600000002,260,3,0.011538461538461539
2024Q1,10,257,0,3475147.38,260,3,0.011538461538461539
2024Q1,11,257,0,3358733.66,260,3,0.011538461538461539
2024Q1,12,257,0,3243428.98,260,3,0.011538461538461539
2024Q1,13,257,0,3128721.07,260,3,0.011538461538461539
2024Q1,14,257,1,3014637.83,260,4,0.015384615384615385
2024Q1,15,256,2,2886688.04,260,6,0.023076923076923078
2024Q1,16,254,2,2760378.25,260,8,0.03076923076923077
2024Q1,17,252,3,2630255.64,260,11,0.04230769230769231
2024Q1,18,249,0,2482397.65,260,11,0.04230769230769231
2024Q1,19,249,1,2371757.48,260,12,0.046153846153846156
2024Q1,20,248,1,2225100.3,260,13,0.05
2024Q1,21,247,0,2082736.3800000001,260,13,0.05
2024Q1,22,247,0,1971651.68,260,13,0.05
2024Q1,23,247,0,1861020.32,260,13,0.05
2024Q1,24,205,0,1778049.03,260,13,0.05
2024Q1,25,205,1,1700082.69,260,14,0.05384615384615385
2024Q1,26,204,2,1615958.29,260,16,0.06153846153846154
2024Q1,27,202,0,1501952.08,260,16,0.06153846153846154
2024Q1,28,202,0,1423671.48,260,16,0.06153846153846154
2024Q1,29,202,1,1345492.48,260,17,0.06538461538461539
2024Q1,30,136,1,813099.92,260,18,0.06923076923076923
2024Q1,31,72,0,428151.48,260,18,0.06923076923076923
2024Q2,0,241,0,4422648.38,241,0,0.0
2024Q2,1,241,0,4300371.35,241,0,0.0
2024Q2,2,241,0,4178336.41,241,0,0.0
2024Q2,3,241,0,4057355.72,241,0,0.0
2024Q2,4,241,0,3936747.85,241,0,0.0
2024Q2,5,241,1,3817199.7199999997,241,1,0.004149377593360996
2024Q2,6,240,1,3663673.92,241,2,0.008298755186721992
2024Q2,7,239,1,3534204.45,241,3,0.012448132780082987
2024Q2,8,238,0,3391423.32,241,3,0.012448132780082987
2024Q2,9,238,0,3271953.94,241,3,0.012448132780082987
2024Q2,10,238,1,3152421.59,241,4,0.016597510373443983
2024Q2,11,237,0,3028538.1,241,4,0.016597510373443983
2024Q2,12,237,0,2910350.84,241,4,0.016597510373443983
2024Q2,13,237,0,2792066.27,241,4,0.016597510373443983
2024Q2,14,237,1,2673996.85,241,5,0.02074688796680498
2024Q2,15,236,0,2548332.58,241,5,0.02074688796680498
2024Q2,16,236,0,2429396.57,241,5,0.02074688796680498
2024Q2,17,236,1,2311058.71,241,6,0.024896265560165973
2024Q2,18,235,0,2174292.87,241,6,0.024896265560165973
2024Q2,19,235,1,2055886.6,241,7,0.029045643153526972
2024Q2,20,234,0,1930306.21,241,7,0.029045643153526972
2024Q2,21,234,1,1813162.3,241,8,0.03319502074688797
2024Q2,22,233,1,1692206.06,241,9,0.03734439834024896
2024Q2,23,232,0,1570697.1300000001,241,9,0.03734439834024896
2024Q2,24,176,0,1497159.81,241,9,0.03734439834024896
2024Q2,25,176,0,1430705.82,241,9,0.03734439834024896
2024Q2,26,176,1,1364384.61,241,10,0.04149377593360996
2024Q2,27,119,0,894946.33,241,10,0.04149377593360996
2024Q2,28,58,1,415459.97,241,11,0.04564315352697095
2024Q3,0,154,0,2857399.79,154,0,0.0
2024Q3,1,154,0,2780780.06,154,0,0.0
2024Q3,2,154,0,2704446.66,154,0,0.0
2024Q3,3,154,0,2628343.23,154,0,0.0
2024Q3,4,154,0,2552566.95,154,0,0.0
2024Q3,5,154,2,2476936.12,154,2,0.012987012987012988
2024Q3,6,152,1,2380139.7399999998,154,3,0.01948051948051948
2024Q3,7,151,1,2289786.52,154,4,0.025974025974025976
2024Q3,8,150,0,2208892.54,154,4,0.025974025974025976
2024Q3,9,150,0,2133065.67,154,4,0.025974025974025976
2024Q3,10,150,0,2057173.19,154,4,0.025974025974025976
2024Q3,11,150,0,1981304.13,154,4,0.025974025974025976
2024Q3,12,150,0,1905411.82,154,4,0.025974025974025976
2024Q3,13,150,0,1829532.98,154,4,0.025974025974025976
2024Q3,14,150,0,1754044.68,154,4,0.025974025974025976
2024Q3,15,150,0,1678585.22,154,4,0.025974025974025976
2024Q3,16,150,0,1602891.08,154,4,0.025974025974025976
2024Q3,17,150,0,1527463.56,154,4,0.025974025974025976
2024Q3,18,150,0,1452225.29,154,4,0.025974025974025976
2024Q3,19,150,0,1376982.8,154,4,0.025974025974025976
2024Q3,20,150,1,1302184.48,154,5,0.032467532467532464
2024Q3,21,149,1,1218113.57,154,6,0.03896103896103896
2024Q3,22,148,1,1139998.63,154,7,0.045454545454545456
2024Q3,23,147,0,1057972.23,154,7,0.045454545454545456
2024Q3,24,118,0,1010846.67,154,7,0.045454545454545456
2024Q3,25,50,0,418067.52,154,7,0.045454545454545456
